Hash(vPC),Name
0x3C6FE75D,SPEECH_CONTEXT_SET_TARGET_INITIAL_FACTION
0x74E7F898,SPEECH_CONTEXT_SET_PLAYER_IDENTITY_RESTRICTION
0xA13D379B,SPEECH_CONTEXT_SET_ALLOW_PHRASE_REUSE
0x656D3D26,CAN_ANYONE_OF_FACTION_SEE_OBJECT
0xA8ADCAEB,ENABLE_AMBIENT_SPAWNING
0xB35C0660,SET_AMBIENT_FORCE_WAIT_STATE
0xE9C41DFE,SET_POP_DENSITY_MULTIPLIER
0xB09D5B43,DESTROY_AMBIENT_ACTORS_IF_POSSIBLE
0x5831679F,FORCE_AMBIENT_NUM_ACTORS_REQUESTED_FOR_MISSIONS
0x2CCEA76C,SET_AMBIENT_NUM_ACTORS_REQUESTED_FOR_MISSIONS
0xA607D290,GET_AMBIENT_NUM_ACTORS_GRANTED_FOR_MISSIONS
0xC1A30BB5,GET_AMBIENT_MAX_NUM_TOTAL_ACTORS
0x2C4CBC25,SET_AMBIENT_MAX_NUM_TOTAL_ACTORS
0x1C8CA53C,SET_AMBIENT_ACTOR_SPEED_SCALE_RANGE
0xE8960298,SET_AMBIENT_TUNING_MAX_VISIBLE_RANGE
0xC78B7436,CLEAR_AMBIENT_ALL_RESTRICTIONS
0x94DBC0C5,CLEAR_AMBIENT_MOVE_RESTRICTIONS
0xC738ED3E,CLEAR_AMBIENT_SPAWN_RESTRICTIONS
0xD1CF9793,ADD_AMBIENT_SPAWN_TYPE_RESTRICTION
0xA8BD64D1,CLEAR_AMBIENT_SPAWN_TYPE_RESTRICTION
0x6C7A3CE6,CLEAR_ALL_AMBIENT_SPAWN_TYPE_RESTRICTIONS
0x95D0FC79,SET_AMBIENT_STREAMING_REQUIRED_POP_ACTOR_SCALE
0xC519E3F3,SET_AMBIENT_ANIMALS_AGRESSIVENESS
0xEBE88626,ADD_AI_MOVE_RESTRICTION_STAY_OUTSIDE_OF_VOLUME_SET
0x1AED34CA,REMOVE_AI_MOVE_RESTRICTION_STAY_OUTSIDE_OF_VOLUME_SET
0xCF50D509,ADD_AMBIENT_MOVE_RESTRICTION_STAY_OUTSIDE_OF_VOLUME
0xD1C09A22,ADD_AMBIENT_SPAWN_RESTRICTION_STAY_OUTSIDE_OF_VOLUME
0x515AC319,REMOVE_AMBIENT_MOVE_RESTRICTION_STAY_OUTSIDE_OF_VOLUME
0xD65BAA71,REMOVE_AMBIENT_SPAWN_RESTRICTION_STAY_OUTSIDE_OF_VOLUME
0x21C59F4C,DOES_AMBIENT_MOVE_RESTRICTION_VOLUME_EXIST
0x2E15363,DOES_AMBIENT_SPAWN_RESTRICTION_VOLUME_EXIST
0xC8AD4A8C,RELEASE_ACTOR_AS_AMBIENT
0xD8BE8E0C,WOULD_ACTOR_BE_VISIBLE
0x515E17DC,DEBUG_GET_AMBIENT_BANK_DISABLE_SPAWN_NEW_ACTORS
0x8ED2B0BC,ACTIVATE_EMERGENCY_TELEPORT_FOR_ACTOR
0x8FD1D81,DEACTIVATE_EMERGENCY_TELEPORT_FOR_ACTOR
0x257C73C5,IS_POINT_IN_AMBIENT_MOVE_RESTRICTION_VOLUME
0xED3071A5,SET_ACTOR_OBEY_AMBIENT_MOVE_RESTRICTIONS
0xFF642652,DOES_ACTOR_OBEY_AMBIENT_MOVE_RESTRICTIONS
0x851F88F6,SET_AMBIENT_DEAD_COUNT_DECAY_RATE
0x2A3B1045,AMBIENCE_AUDIO_ENTITY_UPDATE_TERRITORY
0x27A96719,AMBIENCE_AUDIO_ENTITY_UPDATE_LOCATION
0xC0556FB8,AMBIENCE_AUDIO_VALIDATE_REGION
0xA8226DFF,AMBIENT_SET_UPDATES_ENABLED
0x831FC466,AMBIENT_SET_POINT_SPACING
0xCC9E6F4C,AMBIENT_SET_SLOPE_VALUES
0x7B07D449,AMBIENT_RESET_USED_CELLS
0x205E891C,AMBIENT_SET_SCAN_CENTER
0x8B011F5D,AMBIENT_SET_SCAN_CENTER_PLAYER
0x19B26C78,AMBIENT_RESET_FILTER
0xA337135A,AMBIENT_SET_RANDOM_SEARCH_ORDER
0x9A35520B,AMBIENT_SET_ONESHOT_QUERIES
0x272D756C,AMBIENT_SET_SEARCH_CENTER
0x9A2B05F4,AMBIENT_SET_SEARCH_CENTER_ACTOR
0x21E783AC,AMBIENT_SET_SEARCH_CENTER_PLAYER
0x391F3607,AMBIENT_SET_SLOPE_FILTER
0x2CCE1115,AMBIENT_ENABLE_SLOPE_FILTER
0x45190938,AMBIENT_SET_SLOPE_FILTER_PRECISE
0x561C9A6D,AMBIENT_ENABLE_SLOPE_FILTER_PRECISE
0x912EEC43,AMBIENT_SET_BUMP_FILTER
0x528C7F3D,AMBIENT_ENABLE_BUMP_FILTER
0xA89B77A7,AMBIENT_SET_DISTANCE_FILTER
0x762192EB,AMBIENT_ENABLE_DISTANCE_FILTER
0x1900A97E,AMBIENT_SET_ELEVATION_FILTER
0x609514AE,AMBIENT_SET_QUADRANT_FILTER
0xAA99E18E,AMBIENT_ENABLE_QUADRANT_FILTER
0x76341F1A,AMBIENT_ENABLE_OFFSCREEN_FILTER
0x309D058C,AMBIENT_ENABLE_MATERIAL_AT_POINT_FILTER
0xB1609063,AMBIENT_SET_MATERIAL_AT_POINT_FILTER
0x5A6418A2,AMBIENT_ENABLE_MATERIAL_IN_AREA_INCLUDES_FILTER
0x9CD2B55F,AMBIENT_SET_MATERIAL_IN_AREA_INCLUDES_FILTER
0x1F7F1B79,AMBIENT_ENABLE_MATERIAL_IN_AREA_EXCLUDES_FILTER
0xBCD4979C,AMBIENT_SET_MATERIAL_IN_AREA_EXCLUDES_FILTER
0xC8B149B4,AMBIENT_ENABLE_ELEVATION_DERIVATIVE_IN_AREA_FILTER
0x54BD1C65,AMBIENT_SET_ELEVATION_DERIVATIVE_IN_AREA_FILTER
0x90008899,AMBIENT_SET_EXCLUSION_VOLUME
0xC6EF9E1,AMBIENT_GET_POINT
0x8609F5E1,GET_ACTOR_ANIM_CURRENT_TIME
0x8626C1A0,SET_ACTOR_ANIM_CURRENT_TIME
0x1ADE21EB,IS_ACTOR_ANIM_PLAYING
0x6B54BABD,ACTOR_HAS_ANIM_LOADED
0x31F5F57D,ACTOR_HAS_ANIM_SET
0x3E30A514,SET_ANIMATION_OVERRIDE_SCALE
0x5941295A,SET_PANIM_PARAMS
0x94431F5A,SET_PANIM_PHASE
0xB03616C2,SET_ACTOR_ANIM_PHASE_LOCK
0xAEBAE989,RELEASE_ACTOR_ANIM_PHASE_LOCK
0xE0AC4B86,IS_ACTOR_ANIM_PHASE_LOCKED
0x76ECD5F1,SET_ACTOR_CUTSCENE_MODE
0x2988B3FC,REQUEST_ANIM_SET
0x4FFF397D,HAS_ANIM_SET_LOADED
0xD04A817A,REMOVE_ANIM_SET
0x39C1E1C0,SET_ANIM_SET_FOR_ACTOR
0x7A6C5C2F,RESET_ANIM_SET_FOR_ACTOR
0xB1B643E0,DLC_REPLACE_EXISTING_ANIM_SET
0xB3039DB7,REQUEST_ACTION_TREE
0xEEECD85E,HAS_ACTION_TREE_LOADED
0xBF4D0EFE,REMOVE_ACTION_TREE
0x5A795F3A,SET_ACTION_NODE_FOR_ACTOR
0xF90F737E,SET_REACT_NODE_FOR_ACTOR
0x7B17C5C3,RESET_REACT_NODE_FOR_ACTOR
0x7EC142B,RESET_ACTIONTREE_FOR_ACTOR
0xA192D09,SET_LINKED_ANIM_TARGET
0xA4E9E7EE,GET_LINKED_ANIM_TARGET
0xAC54E120,CLEAR_LINKED_ANIM_TARGET
0xCA9364C5,IS_ACTOR_PERFORMING_LINKED_ANIMATION
0x7B19DEC6,IS_ACTION_NODE_PLAYING
0x994F2BD1,IS_ACTION_NODE_PLAYING_PARTIAL
0x4E0300E2,IS_ACTOR_PLAYING_NODE_IN_TREE
0x5E84F53E,GET_CURR_ACTION_NODE_PLAY_TIME
0x4AD89F02,TOUGH_ARMOUR_GET_TUNING_REGENERATION_RATE
0x11542587,TOUGH_ARMOUR_SET_TUNING_HIT_DEDUCTION
0xDCB9C943,TOUGH_ARMOUR_SET_TUNING_PAD_ARMOUR
0xB3F5EE8C,TOUGH_ARMOUR_SET_TUNING_REGENERATION_RATE
0xBEF6031B,SET_ACTOR_CHARACTER_CLOTH_SCALED_PINNING
0xF349D0B6,SET_ACTOR_TO_SEAT
0x19BD222F,IS_OBJECT_ANIMATOR_VALID
0x856D5842,CREATE_OBJECT_ANIMATOR
0xD0A66B6,CREATE_OBJECT_ANIMATOR_ON_OBJECT
0x554CF528,IS_OBJECT_ANIMATOR_READY
0x5908F7FE,GET_OBJECT_ANIMATOR_ON_OBJECT
0xB9D7B63B,SET_OBJECT_ANIMATOR_NODE
0xC0128653,SET_OBJECT_ANIMATOR_PHASE
0xB4D9AFA,SET_OBJECT_ANIMATOR_RATE
0xC5205015,GET_OBJECT_ANIMATOR_PHASE
0x188B6431,SET_OBJECT_ANIMATOR_BONE_RANGE
0xB57D4110,SET_OBJECT_ANIMATOR_ANIMATION
0x46A69DAF,IS_OBJECT_ANIMATOR_ANIMATION_PLAYING
0x1E5A227A,DESTROY_OBJECT_ANIMATOR
0x4F10FD5B,GET_OBJECT_FROM_ANIMATOR
0xBEDB066C,LINK_OBJECT_ANIMATOR_TO_ACTOR
0x1CEA7FCE,NEW_SCRIPTED_CONVERSATION
0x96CD0513,ADD_LINE_TO_CONVERSATION
0xF1C40BCA,ADD_NEW_CONVERSATION_SPEAKER
0x4FAD0D8F,ADD_NEW_FRONTEND_CONVERSATION_SPEAKER
0xE5DE7D9D,START_SCRIPT_CONVERSATION
0xCB8FD96F,IS_SCRIPTED_CONVERSATION_ONGOING
0xE2C9C6F8,PAUSE_SCRIPTED_CONVERSATION
0x6CB24B56,RESTART_SCRIPTED_CONVERSATION
0xC842F0C9,ABORT_SCRIPTED_CONVERSATION
0x1CFC44F9,SET_MAX_SCRIPTED_CONVERSATION_DISTANCE
0xC1C29ABC,RESET_MAX_SCRIPTED_CONVERSATION_DISTANCE
0x713519AB,HAS_SCRIPTED_CONVERSATION_PLAYED_RECENTLY
0x66728EFE,UNREGISTER_SCRIPT_WITH_AUDIO
0x916E37CA,REQUEST_MISSION_AUDIO_BANK
0x4E92CC7A,MISSION_AUDIO_BANK_NO_LONGER_NEEDED
0x6DCC98E9,AMBIENT_AUDIO_BANK_NO_LONGER_NEEDED
0x6AE0AD56,GET_SOUND_ID
0x9C080899,RELEASE_SOUND_ID
0xE1D265FA,IS_SOUND_ID_VALID
0xB6E1917F,PLAY_SOUND
0x9DA2503,PLAY_SOUND_INIT_PARAMS
0x66763C4A,PLAY_SOUND_INIT_PARAMS_PERSISTENT
0x2E458F74,PLAY_SOUND_FRONTEND
0x49053A94,PLAY_SOUND_FRONTEND_INITPARAMS
0xB157BBB4,PLAY_SOUND_FRONTEND_PERSISTENT
0x5BC72D7,PLAY_SOUND_FROM_POSITION
0x19E5CF85,PLAY_SOUND_FROM_POSITION_INITPARAMS
0x5B05E3E0,PLAY_SOUND_FROM_POSITION_PERSISTENT
0x3375FB38,PLAY_WALLA_SOUND_FROM_POSITION_PERSISTENT
0x628832AD,PLAY_SOUND_FROM_ACTOR
0x4634B6BE,PLAY_WALLA_SOUND_FROM_ACTOR
0x6A515A49,PLAY_SOUND_FROM_OBJECT
0xBD0E8EBA,AUDIO_SET_VEHICLE_DAMAGED
0xCD7F4030,STOP_SOUND
0xE85AEC2E,HAS_SOUND_FINISHED
0x74CA8E22,AUDIO_ATTACH_MICROPHONE_TO_ACTOR
0x66FCA3F7,AUDIO_SET_MISSION_NAME_FOR_JOURNAL
0x14ED45FB,AUDIO_CLEAR_MISSION_NAME_FOR_JOURNAL
0x7D95325E,AUDIO_RESET_SPEECH_HISTORY
0x1BB84187,AUDIO_RESET_SCRIPTED_SPEECH_HISTORY
0x3DFD83DE,AUDIO_HAS_CONVERSATION_PLAYED_ALREADY
0xDD0320CB,AUDIO_CLEAR_CONVERSATION_HISTORY
0x31BAF169,SAY_SINGLE_LINE_CONTEXT
0xBA734A15,SAY_SINGLE_LINE_STRING
0x31E983D,SAY_SINGLE_LINE_STRING_WITH_REPLY
0x871084C,SAY_SINGLE_LINE_CONTEXT_OVER_PAIN
0x12D077CA,SAY_SINGLE_LINE_STRING_OVER_PAIN
0x91DE3A31,SAY_SINGLE_LINE_STRING_WITH_REPLY_OVER_PAIN
0xFDA41D54,SAY_SINGLE_LINE_STRING_THROUGH_BLOCKED_SPEECH
0x955E5EEB,SAY_SINGLE_LINE_STRING_WITH_BACKUPS
0x755382BC,SAY_SINGLE_LINE_SCRIPTED
0x84A909EC,SAY_SINGLE_LINE_STRING_BEAT
0x3F226995,SAY_SINGLE_LINE_STRING_SCRIPTED_INTERRUPT
0xC9D3A484,AUDIO_PLAY_VOCAL_EFFECT
0xE5F39107,AUDIO_PLAY_VOCAL_EFFECT_EVEN_IF_DEAD
0x123709E8,AUDIO_PLAY_PAIN
0xA7D08EE9,AUDIO_TRIGGER_PLAYER_KILLED_EVERYONE_SPEECH
0xC0E28BF0,TREAT_AMBIENT_SPEECH_AS_SCRIPTED
0xBD2EA1A1,SET_AMBIENT_VOICE_NAME
0x77402033,CLEAR_ALTERNATE_SPEECH_CONTEXT_FOR_PAIN
0x4DBD473B,CANCEL_CURRENTLY_PLAYING_AMBIENT_SPEECH
0x1972E8AA,IS_AMBIENT_SPEECH_PLAYING
0x2C653904,IS_SCRIPTED_SPEECH_PLAYING
0x2B74A6D6,IS_ANY_SPEECH_PLAYING
0x462B3A65,AUDIO_STOP_PAIN
0x96161235,AUDIO_PLAY_PLAYER_HOGTIE_LINE
0x3184B507,AUDIO_TRIGGER_PLAYER_LOOTING_MALE_SPEECH
0x489B3078,AUDIO_TRIGGER_PLAYER_LOOTING_FEMALE_SPEECH
0xAA565B11,AUDIO_TRIGGER_PLAYER_LOOTING_FEMALE_ZOMBIE_SPEECH
0x2CA089EC,AUDIO_TRIGGER_PLAYER_LOOTING_MALE_ZOMBIE_SPEECH
0x43C5F320,AUDIO_SHUT_OFF_WALLA
0xF7B747CA,AUDIO_TURN_ON_WALLA
0xF0D28043,SET_LOCAL_PLAYER_VOICE
0x33BD1A80,SET_LOCAL_PLAYER_PAIN_VOICE
0x1F7F405C,AUDIO_TURN_OFF_PAIN_VOCALS
0x2B1B76E8,AUDIO_TURN_ON_PAIN_VOCALS
0xE4D418D1,AUDIO_TURN_OFF_VOCALS_EFFECTS
0xAF6A3160,AUDIO_SET_PLAYER_MOOD
0x94A24A5C,AUDIO_ALLOW_PREDUEL_SPEECH
0xD021B37F,AUDIO_DISALLOW_PREDUEL_SPEECH
0xA343FDBB,AUDIO_CLEAR_PLAYER_DISABLED_CONTEXT_LIST
0xA4F209D5,AUDIO_ADD_TO_PLAYER_DISABLED_CONTEXT_LIST
0x45E20057,ADD_COMPANION_PERMANENT
0x15547025,AUDIO_ENABLE_PLAYER_TAUNTS
0xE0553D6B,AUDIO_INIT_CAUCASIAN_ARMY_AE_RANGE
0xD68E04BB,AUDIO_INIT_MEXICAN_ARMY_AE_RANGE
0x638EAF70,AUDIO_INIT_MISSION_CHARACTER_AE_RANGE
0xEA975A79,AUDIO_INIT_RCM_CHARACTER_AE_RANGE
0x6BB42C21,AUDIO_INIT_FAC_INVALID_VALUE
0xE634931,AUDIO_INIT_FAC_CATTLE_RUSTLER_VALUE
0x567712E5,AUDIO_INIT_FAC_DRUNKNDIRTY_VALUE
0xB888B369,AUDIO_INIT_FAC_GENERIC_CRIMINAL_VALUE
0x306D9FEE,AUDIO_INIT_FAC_INDIAN_LAW_ENFORCEMENT_VALUE
0xC3614E0A,AUDIO_INIT_FAC_INDIAN_RAIDER_VALUE
0xF962F2B8,AUDIO_INIT_FAC_LAW_ENFORCEMENT_VALUE
0x22D0DF9B,AUDIO_INIT_FAC_MEXICAN_BANDITO_VALUE
0xA234C5D0,AUDIO_INIT_FAC_MEXICAN_LAW_ENFORCEMENT_VALUE
0x733BA9F5,AUDIO_INIT_FAC_MEXICAN_REBEL_VALUE
0x79351E54,AUDIO_INIT_FAC_MEXICAN_SOLDIER_VALUE
0xCCBE7F0F,AUDIO_INIT_FAC_SMUGGLERS_VALUE
0x9D886C2F,AUDIO_INIT_ZOMBIE_BRUISER_AE_RANGE
0x39F5EF0F,AUDIO_INIT_ZOMBIE_FAST_AE_RANGE
0xD6CC6907,AUDIO_INIT_ZOMBIE_TOXIC_AE_RANGE
0x714D5D09,AUDIO_INIT_ZOMBIE_MP_PLAYER_AE_RANGE
0xBF959948,AUDIO_INIT_ZOMBIE_MP_FEMALE_VALUE
0x3C163FDD,AUDIO_INIT_FAC_ZOMBIE_VALUE
0xDC330FB9,AUDIO_SET_CURRENT_AREA_IS_UNDER_ZOMBIE_ATTACK
0x39EF8DA7,AUDIO_INIT_ZOMBIE_ZONE
0x79FD0F,AUDIO_INIT_ZOMBIE_PACK_INFO
0x67770F4B,AUDIO_INIT_NUN_AE_RANGE
0x8A6D03BE,AUDIO_SET_MAX_CREATURE_FOOTSTEP_UPDATES
0x90DD37E7,AUDIO_SET_GLOBAL_LAW_VALUES
0xFF92B49D,STOP_PED_SPEAKING
0xEB8A51C2,AUDIO_MISSION_INIT
0xD1FD31DE,AUDIO_MISSION_RELEASE
0xEB866555,AUDIO_PLAY_DISTANT_THUNDER
0xA2A356A7,AUDIO_MUSIC_FORCE_TRACK
0x6CEFA97A,AUDIO_MUSIC_FORCE_TRACK_HASH
0x2ACEE2ED,AUDIO_MUSIC_SCRIPT_LOOPING
0x85A35B18,AUDIO_MUSIC_SCRIPT_LOOPING_HASH
0x633B8905,AUDIO_MUSIC_SET_MOOD
0x714DA5BB,AUDIO_MUSIC_ONE_SHOT
0x7CC2738F,AUDIO_MUSIC_PLAY_PREPARED
0x704DBAC9,AUDIO_MUSIC_GET_RANDOM_TRACK_FROM_PLAYLIST
0xBF316157,AUDIO_MUSIC_IS_PREPARED
0x789C753C,AUDIO_MUSIC_SET_STATE
0xA3A2984E,AUDIO_MUSIC_RELEASE_CONTROL
0x56E3D235,AUDIO_MUSIC_SUSPEND
0x5F48A85B,AUDIO_MUSIC_RESUME
0x84435231,AUDIO_IS_MUSIC_PLAYING
0x86E995D1,AUDIO_IS_SCRIPTED_MUSIC_PLAYING
0x9EC502D6,AUDIO_IS_FRONTEND_MUSIC_PLAYING
0xE0DE16BD,AUDIO_MUSIC_SET_SUSPENSE_ALLOWED
0xE2A37056,AUDIO_MUSIC_PLAY_UNSCRIPTED_NOW
0x72168160,AUDIO_PLAY_ALL_LINES_FOR_ACTOR
0xB3C3FF5E,AUDIO_MG_START
0xEA2B35DB,AUDIO_MG_STOP
0xCCE435E,AUDIO_MG_FILLET_START
0x7784BB85,AUDIO_MG_FILLET_HIT_FINGER
0x24AE7AFB,AUDIO_MG_FILLET_HIT_TABLE
0xDE7C65CE,AUDIO_MG_FILLET_PULL_FROM_TABLE
0x338DF299,AUDIO_MG_FILLET_END
0x2D40E85C,AUDIO_ADD_ALTERNATE_CONTEXT
0x900C489A,AUDIO_CLEAR_ALL_ALTERNATE_CONTEXTS
0xE8FFE727,LOAD_AUDIO_METADATA
0xB73AC04A,UNLOAD_AUDIO_METADATA
0xBFCF32D9,LOAD_AUDIO_SPEECH_DATA
0x37FD00EA,SET_AUDIO_SEARCH_PATH
0x98CD7340,GET_AUDIO_BANK_LOADING_STATUS
0x8F4B5B8,LOAD_AUDIO_BANK
0x176E921C,MAKE_AUDIO_SLOT_STATIC
0x7715C03B,WAIT
0x1185F9B,WAITUNWARPED
0x7C496803,WAITUNPAUSED
0x3F166D0E,START_NEW_SCRIPT
0x4A2100E4,START_NEW_SCRIPT_WITH_ARGS
0x35785333,SETTIMERA
0x50597EE2,TIMESTEP
0xECF8EB5F,PRINTSTRING
0xD48B90B6,PRINTFLOAT
0x63651F03,PRINTINT
0x868997DA,PRINTNL
0x85F31FB,PRINTVECTOR
0x145C7701,SQRT
0x85D134F8,POW
0xE2313450,EXP
0x1FCF1ECD,VMAG
0x3C08ECB7,VDIST
0xC85DEF1F,VDIST2
0x314CC6CD,SHIFT_LEFT
0x352633CA,SHIFT_RIGHT
0x32E9BE04,FLOOR
0xD536A1DF,CEIL
0x323B0E24,ROUND
0x67116627,TO_FLOAT
0x5A25520E,SNAPSHOT_GLOBALS
0x2B547FE6,GET_LATEST_CONSOLE_COMMAND
0xAA3EC981,RESET_LATEST_CONSOLE_COMMAND
0x9DE3DE24,GET_CONSOLE_COMMAND_TOKEN
0x608F5BC6,GET_NUM_CONSOLE_COMMAND_TOKENS
0x6B7677BF,GET_GAME_CAMERA
0xCE956B28,CAMERA_RESET
0x39E59CD8,SET_GAME_CAMERA_DRIFTZ
0x5E07BF3F,CAMERA_MANUAL_CUT
0x720F2CA7,CAMERA_PROBE
0xC783B9B9,END_GAME_CAMERA_ARC_TRANSITIONS
0xB071844,GET_GAME_CAMERA_RESET_POSITION
0x8EFDFE89,SET_CAMERA_FOLLOW_ACTOR
0x457A0510,SET_CAMERA_FOLLOW_ACTOR_EX
0x9B083FD2,GET_LOOKSTICK_INVERT_Y
0x63F900A,SET_LOOKSTICK_INVERT_Y
0x507BBD3A,SET_GAME_CAMERA_CURVE_OVERRIDE
0xC93116B1,RESET_GAME_CAMERA_CURVE_OVERRIDES
0x9737AF7,FORCE_VEHICLE_CINEMATIC_CAMERA
0x72960AE2,IS_VEHICLE_CINEMATIC_CAMERA_FORCED_ON
0x382C47C5,SET_GAME_CAMERA_VEHICLE_MODE
0x6E303287,ALLOW_GAME_CAMERA_AUTO_CENTERING
0xE13B49BD,GET_GAME_CAMERA_AUTO_CENTERING_STATE
0x9603D3B2,ALLOW_GAME_CAMERA_AUTO_TILTING
0x4062688A,GET_GAME_CAMERA_AUTO_TILTING_STATE
0x3AE77125,SET_GAME_CAMERA_FOCUS
0x87E40FB8,ENABLE_GAME_CAMERA_FOCUS
0x4FA19C01,DISABLE_GAME_CAMERA_FOCUS
0x5BD2295E,IS_GAME_CAMERA_FOCUS_ENABLED
0xF3623B64,SET_DEBUG_CAMERA_MODE
0xAE168124,IS_SWITCH_CAMERA_BUTTON_ENABLED
0x9F1F8669,SET_SWITCH_CAMERA_BUTTON_ENABLED
0xB1569C5,CREATE_CAMERA_IN_LAYOUT
0xBCC98808,GET_CURRENT_CAMERA_TYPE_FROM_CHANNEL
0x3EA55678,SET_CURRENT_CAMERA_ON_CHANNEL
0x423DB420,REMOVE_CAMERA_FROM_CHANNEL
0xE017E2F7,GET_CAMERA_CHANNEL_POSITION
0x6ED00237,GET_CAMERA_CHANNEL_DIRECTION
0x9A4CD54B,IS_CURRENT_CAMERA_CHANNEL_TRANSITIONING
0x2BD5362,IS_CAMERA_ACTIVE_ON_CHANNEL
0x2615309A,INIT_CAMERA_FROM_GAME_CAMERA
0x41EA7325,INIT_CAMERA_FROM_CHANNEL
0xB12CD8C,SET_CAMERA_POSITION
0x4A65F0B7,GET_CAMERA_POSITION
0xA8642E5E,SET_CAMERA_DIRECTION
0xBBD1078A,GET_CAMERA_DIRECTION
0x94A10ECD,GET_CAMERA_UP_VECTOR
0x57E3242D,SET_CAMERA_FOV
0x7B302F36,GET_CAMERA_FOV
0xFAEE2667,SET_CAMERA_ASPECT_RATIO
0xCE01609D,GET_CAMERA_ASPECT_RATIO
0x1D29E72A,SET_CAMERA_NEAR_CLIP_PLANE
0xD85EF521,SET_CAMERA_FAR_CLIP_PLANE
0x486F4461,SET_CAMERA_ORIENTATION
0x298BCCA5,SET_CAMERA_TARGET_POSITION
0xDBD1AE22,SET_CAMERA_TARGET_OBJECT
0xB8FAD252,SET_CAMERA_COLLISION_PARAMETERS
0x5BBFA4D7,ADD_CAMERA_COLLISION_EXCLUSION
0x781D5599,REMOVE_CAMERA_COLLISION_EXCLUSION
0x313A4E61,RESET_CAMERA_TARGET
0x7DA71AA7,SET_CAMERA_COLLISION_ENABLED
0x3010BBC2,SET_CAMERA_TARGETDOF_FOCAL_LENGTH
0x7F1C5102,SET_CAMERA_TARGETDOF_USING_SOFT_DOF
0x4643D2C7,RESET_CAMERA_TARGETDOF
0x7C864F17,SET_CAMERA_LIGHTING_SCHEME
0xE55B5ADB,CAMERA_GET_CURRENT_TRANSITION_TYPE
0x965A4652,CAMERA_IS_VISIBLE_OBJECT
0xBB6FDF5F,CAMERA_IS_VISIBLE_ACTOR
0xA97770FE,CAMERA_IS_VISIBLE_POINT
0xA161768C,CAMERA_IS_VISIBLE_VOLUME
0x54A417F3,CREATE_CAMERASHOT_IN_LAYOUT
0x99314873,INIT_CAMERASHOT_FROM_GAME_CAMERA
0xF5CA55D4,FORCE_CAMERASHOT_UPDATE
0xEA022F5,SET_CAMERASHOT_POSITION
0x4D05D470,GET_CAMERASHOT_POSITION
0x21B099AB,SET_CAMERASHOT_DIRECTION
0x4670416D,GET_CAMERASHOT_DIRECTION
0x83F3336B,GET_CAMERASHOT_UP_VECTOR
0x7597BC24,GET_CAMERASHOT_X_VECTOR
0x635E5494,SET_CAMERASHOT_FOV
0xEAD6167D,GET_CAMERASHOT_FOV
0x3DEB0933,SET_CAMERASHOT_ASPECT_RATIO
0x4387CDAB,SET_CAMERASHOT_NEAR_CLIP_PLANE
0x6BA86494,SET_CAMERASHOT_FAR_CLIP_PLANE
0xD86CB952,GET_CAMERASHOT_FAR_CLIP_PLANE
0x4FD679BD,SET_CAMERASHOT_ORIENTATION
0xD6EC5D5,SET_CAMERASHOT_TARGET_POSITION
0x3F719473,SET_CAMERASHOT_TARGET_OBJECT
0x839E9502,SET_CAMERASHOT_TARGET_OBJECT_OFFSETS
0x8014323A,SET_CAMERASHOT_TARGET_OBJECT_ROLL
0x4E6DDD27,SET_CAMERASHOT_TARGET_OBJECT_BONE
0x6F483443,SET_CAMERASHOT_FROM_LENS
0xB6BDCF62,SET_CAMERASHOT_TARGETDOF_OBJECT
0x87B8DCE,SET_CAMERASHOT_TARGETDOF_TARGET_OFFSET
0xEF0AB304,SET_CAMERASHOT_TARGETDOF_FIXED_DISTANCE
0xAD50615,SET_CAMERASHOT_TARGETDOF_FOCAL_LENGTH
0xEB9E1CB9,SET_CAMERASHOT_TARGETDOF_CUTOFF_DISTANCE
0x74168B5F,SET_CAMERASHOT_TARGETDOF_SMOOTHING
0x370451C,SET_CAMERASHOT_TARGETDOF_USING_SOFT_DOF
0x243CF01F,SET_CAMERASHOT_TARGETDOF_FILTERTYPE
0x9E618676,SET_CAMERASHOT_TARGETDOF_FSTOP
0x42327DAC,RESET_CAMERASHOT_TARGETDOF
0xF70817E0,SET_CAMERASHOT_COLLISION_PARAMETERS
0x58A0BFBF,ADD_CAMERASHOT_COLLISION_EXCLUSION
0xCD28C63F,ADD_CAMERASHOT_COLLISION_BOUNDFLAG
0xC3DDCE4D,RESET_CAMERASHOT_TARGET
0xD8D27321,SET_CAMERASHOT_PERSPECTIVE
0x229585E,SET_CAMERASHOT_CONTROL_SEQUENCE_VEC3
0x8F5BC02D,ADD_CAMERA_SHOT_TRANSITION_HOLD
0xBF9B4FC6,ADD_CAMERA_SHOT_TRANSITION_INDEFINITE
0x6D72797D,ADD_CAMERA_SHOT_TRANSITION_EASE_OUT
0x6E10E587,ADD_CAMERA_SHOT_TRANSITION_EASE_IN_OUT
0x143A617C,SET_FIXED_TRANSITION_T
0x22A746E1,SET_TRANSITION_COLLISION_PARAMS
0x7AC13DF5,GET_CAMERA_SHOT_TRANSITION
0xDDB64AA9,IS_PROCESSING_CAMERA_SHOT_TRANSITION
0x1C1F583,END_CURRENT_CAMERA_SHOT_TRANSITION
0x3A07F60F,SET_CAMERASHOT_COLLISION_ENABLED
0x39D1CC17,SET_CUTSCENE_STREAMING_LOAD_SCENE
